"","Gene","Annotation","Non.unique.Gene.name","sg_change_0","sg_change_1","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"636","group_6286","ATP-binding transport protein","metN2",2,14,1.15702479338843,"GROUP_6286 ATP-BINDING TRANSPORT PROTEIN METN2",FALSE,FALSE,FALSE,0,0
"637","group_7335","PTS system transporter subunit IIC","gmuC_1",2,14,1.15702479338843,"GROUP_7335 PTS SYSTEM TRANSPORTER SUBUNIT IIC GMUC_1",FALSE,FALSE,FALSE,0,0
"638","group_7424","response regulator","",2,14,1.15702479338843,"GROUP_7424 RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"639","group_8231","regulatory protein single domain response regulator","spiR1",2,14,1.15702479338843,"GROUP_8231 REGULATORY PROTEIN SINGLE DOMAIN RESPONSE REGULATOR SPIR1",FALSE,FALSE,FALSE,0,0
"640","group_9832","major facilitator; oxalate:formate antiporter","yhjX",2,14,1.15702479338843,"GROUP_9832 MAJOR FACILITATOR; OXALATE:FORMATE ANTIPORTER YHJX",FALSE,FALSE,FALSE,0,0
"641","group_9947","lipoprotein putative","",2,14,1.15702479338843,"GROUP_9947 LIPOPROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"642","Int-Tn_2","DNA-binding protein","",2,14,1.15702479338843,"INT-TN_2 DNA-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"643","lagD","competence factor transporting ATP-binding protein/permease ComA","",2,14,1.15702479338843,"LAGD COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA ",FALSE,FALSE,FALSE,0,0
"644","lpd","oxidoreductase pyridine nucleotide-disulfide class I Mercury (II) reductase","",2,14,1.15702479338843,"LPD OXIDOREDUCTASE PYRIDINE NUCLEOTIDE-DISULFIDE CLASS I MERCURY (II) REDUCTASE ",FALSE,FALSE,FALSE,0,0
"645","rebM","methyltransferase type 11","",2,14,1.15702479338843,"REBM METHYLTRANSFERASE TYPE 11 ",FALSE,FALSE,FALSE,0,0
"646","sdrD","surface protein (fragment)","",2,14,1.15702479338843,"SDRD SURFACE PROTEIN (FRAGMENT) ",FALSE,FALSE,FALSE,0,0
"647","ugpC","sugar ABC transporter ATP-binding protein","",2,14,1.15702479338843,"UGPC SUGAR ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"648","yhjX","major facilitator; oxalate:formate antiporter","",2,14,1.15702479338843,"YHJX MAJOR FACILITATOR; OXALATE:FORMATE ANTIPORTER ",FALSE,FALSE,FALSE,0,0
"649","group_13633","aminodeoxychorismate lyase","yceG",7,48,1.13341204250295,"GROUP_13633 AMINODEOXYCHORISMATE LYASE YCEG",FALSE,FALSE,FALSE,0,0
"650","yceG","aminodeoxychorismate lyase","",7,48,1.13341204250295,"YCEG AMINODEOXYCHORISMATE LYASE ",FALSE,FALSE,FALSE,0,0
"651","blpO_2","bacteriocin BlpO","",6,41,1.12947658402204,"BLPO_2 BACTERIOCIN BLPO ",FALSE,FALSE,FALSE,0,0
"652","group_639","type I restriction-modification system subunit S","xerC_2",5,34,1.12396694214876,"GROUP_639 TYPE I RESTRICTION-MODIFICATION SYSTEM SUBUNIT S XERC_2",FALSE,FALSE,FALSE,0,0
"653","group_11179","ABC transporter permeae","",3,20,1.10192837465565,"GROUP_11179 ABC TRANSPORTER PERMEAE ",FALSE,FALSE,FALSE,0,0
"654","group_13314","Ser/Thr protein phosphatase family protein","",3,20,1.10192837465565,"GROUP_13314 SER/THR PROTEIN PHOSPHATASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"655","group_3800","competence-induced protein Ccs4","",3,20,1.10192837465565,"GROUP_3800 COMPETENCE-INDUCED PROTEIN CCS4 ",FALSE,FALSE,FALSE,0,0
"656","group_5758","glycosyltransferase involved in cell wall biogenesis","kfoC_2",3,20,1.10192837465565,"GROUP_5758 GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS KFOC_2",FALSE,FALSE,FALSE,0,0
"657","group_6972","bacteriocin BlpO","blpO_1",3,20,1.10192837465565,"GROUP_6972 BACTERIOCIN BLPO BLPO_1",FALSE,FALSE,FALSE,0,0
"658","group_9589","glycosyl hydrolases family 32","scrB",3,20,1.10192837465565,"GROUP_9589 GLYCOSYL HYDROLASES FAMILY 32 SCRB",FALSE,FALSE,FALSE,0,0
"659","group_2524","serine/threonine protein kinase","",5,33,1.09090909090909,"GROUP_2524 SERINE/THREONINE PROTEIN KINASE ",FALSE,FALSE,FALSE,0,0
"660","group_10412","oligopeptide ABC transporter ATP-binding protein AmiF","amiF",4,26,1.07438016528926,"GROUP_10412 OLIGOPEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN AMIF AMIF",FALSE,FALSE,FALSE,0,0
"661","group_5165","PTS system galactitol-specific family transporter subunit IIC","gatC_2",4,26,1.07438016528926,"GROUP_5165 PTS SYSTEM GALACTITOL-SPECIFIC FAMILY TRANSPORTER SUBUNIT IIC GATC_2",FALSE,FALSE,FALSE,0,0
"662","group_8533","gp27","",4,26,1.07438016528926,"GROUP_8533 GP27 ",FALSE,FALSE,FALSE,0,0
"663","ykoC","cobalt transport protein","",4,26,1.07438016528926,"YKOC COBALT TRANSPORT PROTEIN ",FALSE,FALSE,FALSE,0,0
"664","celA","glutathione synthetase","",2,13,1.07438016528926,"CELA GLUTATHIONE SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"665","celB_1","PTS system cellobiose transporter subunit IIB","",2,13,1.07438016528926,"CELB_1 PTS SYSTEM CELLOBIOSE TRANSPORTER SUBUNIT IIB ",FALSE,FALSE,FALSE,0,0
"666","fucU","fucose operon FucU protein","",2,13,1.07438016528926,"FUCU FUCOSE OPERON FUCU PROTEIN ",FALSE,FALSE,FALSE,0,0
"667","glpQ2","glycerophosphoryl diester phosphodiesterase","",2,13,1.07438016528926,"GLPQ2 GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE ",FALSE,FALSE,FALSE,0,0
"668","group_1070","autolysin","lytA_6",2,13,1.07438016528926,"GROUP_1070 AUTOLYSIN LYTA_6",FALSE,FALSE,FALSE,0,0
"669","group_11155","DNA repair protein","radA",2,13,1.07438016528926,"GROUP_11155 DNA REPAIR PROTEIN RADA",FALSE,FALSE,FALSE,0,0
"670","group_12223","holliday junction resolvase","",2,13,1.07438016528926,"GROUP_12223 HOLLIDAY JUNCTION RESOLVASE ",FALSE,FALSE,FALSE,0,0
"671","group_3699","type II DNA modification methyltransferase","hhaIM",2,13,1.07438016528926,"GROUP_3699 TYPE II DNA MODIFICATION METHYLTRANSFERASE HHAIM",FALSE,FALSE,FALSE,0,0
"672","group_4645","amino acid ABC transporter permease","artQ_2",2,13,1.07438016528926,"GROUP_4645 AMINO ACID ABC TRANSPORTER PERMEASE ARTQ_2",FALSE,FALSE,FALSE,0,0
"673","group_4767","esterase","",2,13,1.07438016528926,"GROUP_4767 ESTERASE ",FALSE,FALSE,FALSE,0,0
"674","group_4825","bacteriocin immunity protein","macB_1",2,13,1.07438016528926,"GROUP_4825 BACTERIOCIN IMMUNITY PROTEIN MACB_1",FALSE,FALSE,FALSE,0,0
"675","group_6014","chromosome condensation and segregation SMC protein","smc",2,13,1.07438016528926,"GROUP_6014 CHROMOSOME CONDENSATION AND SEGREGATION SMC PROTEIN SMC",FALSE,FALSE,FALSE,0,0
"676","group_6223","Phage protein","",2,13,1.07438016528926,"GROUP_6223 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"677","group_7165","N-(5'-phosphoribosyl)anthranilate isomerase","trpF",2,13,1.07438016528926,"GROUP_7165 N-(5'-PHOSPHORIBOSYL)ANTHRANILATE ISOMERASE TRPF",FALSE,FALSE,FALSE,0,0
"678","group_7388","maltodextrin ABC transporter permease","malF",2,13,1.07438016528926,"GROUP_7388 MALTODEXTRIN ABC TRANSPORTER PERMEASE MALF",FALSE,FALSE,FALSE,0,0
"679","group_7848","large secreted protein","manZ_3",2,13,1.07438016528926,"GROUP_7848 LARGE SECRETED PROTEIN MANZ_3",FALSE,FALSE,FALSE,0,0
"680","group_8908","PTS transporter","",2,13,1.07438016528926,"GROUP_8908 PTS TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"681","group_9468","antibiotic biosynthesis monooxygenase subfamily protein","",2,13,1.07438016528926,"GROUP_9468 ANTIBIOTIC BIOSYNTHESIS MONOOXYGENASE SUBFAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"682","group_9827","CoA-binding protein","yccU",2,13,1.07438016528926,"GROUP_9827 COA-BINDING PROTEIN YCCU",FALSE,FALSE,FALSE,0,0
"683","licR_1","PTS system transporter subunit IIB","",2,13,1.07438016528926,"LICR_1 PTS SYSTEM TRANSPORTER SUBUNIT IIB ",FALSE,FALSE,FALSE,0,0
"684","manY_2","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IIC","",2,13,1.07438016528926,"MANY_2 PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IIC ",FALSE,FALSE,FALSE,0,0
"685","mngB","twin-arginine translocation pathway signal","",2,13,1.07438016528926,"MNGB TWIN-ARGININE TRANSLOCATION PATHWAY SIGNAL ",FALSE,FALSE,FALSE,0,0
"686","sapB_2","MgtC/SapB transporter","",2,13,1.07438016528926,"SAPB_2 MGTC/SAPB TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"687","smc","chromosome condensation and segregation SMC protein","",2,13,1.07438016528926,"SMC CHROMOSOME CONDENSATION AND SEGREGATION SMC PROTEIN ",FALSE,FALSE,FALSE,0,0
"688","trpF","N-(5'-phosphoribosyl)anthranilate isomerase","",2,13,1.07438016528926,"TRPF N-(5'-PHOSPHORIBOSYL)ANTHRANILATE ISOMERASE ",FALSE,FALSE,FALSE,0,0
"689","yccU","CoA-binding protein","",2,13,1.07438016528926,"YCCU COA-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"690","group_13253","major tail shaft protein","",5,32,1.05785123966942,"GROUP_13253 MAJOR TAIL SHAFT PROTEIN ",FALSE,FALSE,FALSE,0,0
"691","group_6413","30S ribosomal protein S4","rpsD",5,32,1.05785123966942,"GROUP_6413 30S RIBOSOMAL PROTEIN S4 RPSD",FALSE,FALSE,FALSE,0,0
"692","group_8281","Secreted protein","",5,32,1.05785123966942,"GROUP_8281 SECRETED PROTEIN ",FALSE,FALSE,FALSE,0,0
"693","yheI_1","ABC transporter ATP-binding protein/permease","",5,32,1.05785123966942,"YHEI_1 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE ",FALSE,FALSE,FALSE,0,0
"694","aqpZ","aquaporin Z","",3,19,1.04683195592287,"AQPZ AQUAPORIN Z ",FALSE,FALSE,FALSE,0,0
"695","group_10403","DRTGG domain/CBS domain-containing protein","",3,19,1.04683195592287,"GROUP_10403 DRTGG DOMAIN/CBS DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"696","group_3349","membrane protein","",3,19,1.04683195592287,"GROUP_3349 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"697","group_3705","type II DNA modification methyltransferase","hhaIM",3,19,1.04683195592287,"GROUP_3705 TYPE II DNA MODIFICATION METHYLTRANSFERASE HHAIM",FALSE,FALSE,FALSE,0,0
"698","group_6907","helicase ComFA","comFA",3,19,1.04683195592287,"GROUP_6907 HELICASE COMFA COMFA",FALSE,FALSE,FALSE,0,0
"699","kfoC_1","glycosyltransferase","",3,19,1.04683195592287,"KFOC_1 GLYCOSYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"700","qmcA","spfh domain/band 7 family","",3,19,1.04683195592287,"QMCA SPFH DOMAIN/BAND 7 FAMILY ",FALSE,FALSE,FALSE,0,0
"701","queF","7-cyano-7-deazaguanine reductase","",3,19,1.04683195592287,"QUEF 7-CYANO-7-DEAZAGUANINE REDUCTASE ",FALSE,FALSE,FALSE,0,0
"702","tetM","tetracycline resistance protein TetM","",3,19,1.04683195592287,"TETM TETRACYCLINE RESISTANCE PROTEIN TETM ",FALSE,FALSE,FALSE,0,0
"703","atpE","F0F1 ATP synthase subunit C","",7,44,1.03896103896104,"ATPE F0F1 ATP SYNTHASE SUBUNIT C ",FALSE,FALSE,FALSE,0,0
"704","group_15665","F0F1 ATP synthase subunit C","atpE",7,44,1.03896103896104,"GROUP_15665 F0F1 ATP SYNTHASE SUBUNIT C ATPE",FALSE,FALSE,FALSE,0,0
"705","group_7565","GNAT family acetyltransferase","",7,44,1.03896103896104,"GROUP_7565 GNAT FAMILY ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"706","yhbU_1","U32 family peptidase","",7,44,1.03896103896104,"YHBU_1 U32 FAMILY PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"707","atpF","proton-translocating ATPase F0 sector subunit b","",8,50,1.03305785123967,"ATPF PROTON-TRANSLOCATING ATPASE F0 SECTOR SUBUNIT B ",FALSE,FALSE,FALSE,0,0
"708","group_17362","proton-translocating ATPase F0 sector subunit b","atpF",8,50,1.03305785123967,"GROUP_17362 PROTON-TRANSLOCATING ATPASE F0 SECTOR SUBUNIT B ATPF",FALSE,FALSE,FALSE,0,0
"709","group_3680","acetyltransferase GNAT family protein","ydaF_2",4,25,1.03305785123967,"GROUP_3680 ACETYLTRANSFERASE GNAT FAMILY PROTEIN YDAF_2",FALSE,FALSE,FALSE,0,0
"710","murZ","acetyltransferase","",4,25,1.03305785123967,"MURZ ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"711","group_7863","glycerol kinase","glpK",5,31,1.02479338842975,"GROUP_7863 GLYCEROL KINASE GLPK",FALSE,FALSE,FALSE,0,0
"712","group_12836","ferric cations import ATP-binding protein FbpC","potA_2",6,37,1.01928374655647,"GROUP_12836 FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC POTA_2",FALSE,FALSE,FALSE,0,0
"713","group_8769","phosphomethylpyrimidine kinase","pdxK",6,37,1.01928374655647,"GROUP_8769 PHOSPHOMETHYLPYRIMIDINE KINASE PDXK",FALSE,FALSE,FALSE,0,0
"714","pdxK","phosphomethylpyrimidine kinase","",6,37,1.01928374655647,"PDXK PHOSPHOMETHYLPYRIMIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"715","group_9045","thioredoxin","resA",8,49,1.01239669421488,"GROUP_9045 THIOREDOXIN RESA",FALSE,FALSE,FALSE,0,0
"716","lepA","GTP-binding protein LepA","",8,48,0.991735537190083,"LEPA GTP-BINDING PROTEIN LEPA ",FALSE,FALSE,FALSE,0,0
"717","hexA","DNA mismatch repair protein MutS","",6,36,0.991735537190083,"HEXA DNA MISMATCH REPAIR PROTEIN MUTS ",FALSE,FALSE,FALSE,0,0
"718","group_10467","glutamine amidotransferase class I","",5,30,0.991735537190083,"GROUP_10467 GLUTAMINE AMIDOTRANSFERASE CLASS I ",FALSE,FALSE,FALSE,0,0
"719","group_7804","DNA polymerase IV","dinP",5,30,0.991735537190083,"GROUP_7804 DNA POLYMERASE IV DINP",FALSE,FALSE,FALSE,0,0
"720","group_10468","glutamine amidotransferase class I","",4,24,0.991735537190083,"GROUP_10468 GLUTAMINE AMIDOTRANSFERASE CLASS I ",FALSE,FALSE,FALSE,0,0
"721","group_12187","carbohydrate kinase PfkB family","iolC",4,24,0.991735537190083,"GROUP_12187 CARBOHYDRATE KINASE PFKB FAMILY IOLC",FALSE,FALSE,FALSE,0,0
"722","group_12786","tRNA (uracil-5-)-methyltransferase Gid","gidA_2",4,24,0.991735537190083,"GROUP_12786 TRNA (URACIL-5-)-METHYLTRANSFERASE GID GIDA_2",FALSE,FALSE,FALSE,0,0
"723","group_14698","methionyl aminopeptidase","map",4,24,0.991735537190083,"GROUP_14698 METHIONYL AMINOPEPTIDASE MAP",FALSE,FALSE,FALSE,0,0
"724","group_2262","gp24","",4,24,0.991735537190083,"GROUP_2262 GP24 ",FALSE,FALSE,FALSE,0,0
"725","group_4177","competence factor transport protein ComB","comB",4,24,0.991735537190083,"GROUP_4177 COMPETENCE FACTOR TRANSPORT PROTEIN COMB COMB",FALSE,FALSE,FALSE,0,0
"726","group_9247","glycerophosphoryl diester phosphodiesterase","glpQ2",4,24,0.991735537190083,"GROUP_9247 GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2",FALSE,FALSE,FALSE,0,0
"727","iolC","carbohydrate kinase PfkB family","",4,24,0.991735537190083,"IOLC CARBOHYDRATE KINASE PFKB FAMILY ",FALSE,FALSE,FALSE,0,0
"728","map","methionyl aminopeptidase","",4,24,0.991735537190083,"MAP METHIONYL AMINOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"729","pgdA","peptidoglycan N-acetylglucosamine deacetylase A","",4,24,0.991735537190083,"PGDA PEPTIDOGLYCAN N-ACETYLGLUCOSAMINE DEACETYLASE A ",FALSE,FALSE,FALSE,0,0
"730","ssuB","multidrug ABC transporter ATPase","",4,24,0.991735537190083,"SSUB MULTIDRUG ABC TRANSPORTER ATPASE ",FALSE,FALSE,FALSE,0,0
"731","gla","glycerol facilitator-aquaporin","",3,18,0.991735537190083,"GLA GLYCEROL FACILITATOR-AQUAPORIN ",FALSE,FALSE,FALSE,0,0
"732","group_11954","pneumococcal histidine triad protein E (Bvh-3)","phtE",3,18,0.991735537190083,"GROUP_11954 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E (BVH-3) PHTE",FALSE,FALSE,FALSE,0,0
"733","group_13364","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IID","manZ_3",3,18,0.991735537190083,"GROUP_13364 PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IID MANZ_3",FALSE,FALSE,FALSE,0,0
"734","group_2073","competence-specific global transcription modulator","nusG",3,18,0.991735537190083,"GROUP_2073 COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR NUSG",FALSE,FALSE,FALSE,0,0
"735","group_3410","L-lactate oxidase","lctO",3,18,0.991735537190083,"GROUP_3410 L-LACTATE OXIDASE LCTO",FALSE,FALSE,FALSE,0,0
"736","group_4102","ABC transporter membrane-spanning protein","",3,18,0.991735537190083,"GROUP_4102 ABC TRANSPORTER MEMBRANE-SPANNING PROTEIN ",FALSE,FALSE,FALSE,0,0
"737","group_6268","acetyltransferase","",3,18,0.991735537190083,"GROUP_6268 ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"738","group_6762","major tail protein","",3,18,0.991735537190083,"GROUP_6762 MAJOR TAIL PROTEIN ",FALSE,FALSE,FALSE,0,0
"739","group_7862","glycerol kinase","glpK",3,18,0.991735537190083,"GROUP_7862 GLYCEROL KINASE GLPK",FALSE,FALSE,FALSE,0,0
"740","hlyB","multidrug resistance protein 1 (ATP-binding cassettesub-family B member 1) (P-glycoprotein 1)(antigen)","",3,18,0.991735537190083,"HLYB MULTIDRUG RESISTANCE PROTEIN 1 (ATP-BINDING CASSETTESUB-FAMILY B MEMBER 1) (P-GLYCOPROTEIN 1)(ANTIGEN) ",FALSE,FALSE,FALSE,0,0
"741","group_11093","maltodextrin ABC transporter permease","malG",2,12,0.991735537190083,"GROUP_11093 MALTODEXTRIN ABC TRANSPORTER PERMEASE MALG",FALSE,FALSE,FALSE,0,0
"742","group_12572","penicillin-binding protein 2A","pbp2a",2,12,0.991735537190083,"GROUP_12572 PENICILLIN-BINDING PROTEIN 2A PBP2A",FALSE,FALSE,FALSE,0,0
"743","group_12642","Cof family protein","yidA_2",2,12,0.991735537190083,"GROUP_12642 COF FAMILY PROTEIN YIDA_2",FALSE,FALSE,FALSE,0,0
"744","group_1309","TMP repeat family","yqbO",2,12,0.991735537190083,"GROUP_1309 TMP REPEAT FAMILY YQBO",FALSE,FALSE,FALSE,0,0
"745","group_14779","conserved structural protein putative","",2,12,0.991735537190083,"GROUP_14779 CONSERVED STRUCTURAL PROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"746","group_17765","cro-like protein","",2,12,0.991735537190083,"GROUP_17765 CRO-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"747","group_20858","DNA complete genome","",2,12,0.991735537190083,"GROUP_20858 DNA COMPLETE GENOME ",FALSE,FALSE,FALSE,0,0
"748","group_5298","polar amino acid ABC transporter ATPase","glnQ_2",2,12,0.991735537190083,"GROUP_5298 POLAR AMINO ACID ABC TRANSPORTER ATPASE GLNQ_2",FALSE,FALSE,FALSE,0,0
"749","group_5420","transporter major facilitator family protein","",2,12,0.991735537190083,"GROUP_5420 TRANSPORTER MAJOR FACILITATOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"750","group_6230","Phage protein","",2,12,0.991735537190083,"GROUP_6230 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"751","group_6563","gp15","",2,12,0.991735537190083,"GROUP_6563 GP15 ",FALSE,FALSE,FALSE,0,0
"752","group_8267","major facilitator superfamily permease","",2,12,0.991735537190083,"GROUP_8267 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"753","group_9367","integral membrane protein","",2,12,0.991735537190083,"GROUP_9367 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"754","malG","maltodextrin ABC transporter permease","",2,12,0.991735537190083,"MALG MALTODEXTRIN ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"755","mcrB","McrBC 5-methylcytosine restriction system component","",2,12,0.991735537190083,"MCRB MCRBC 5-METHYLCYTOSINE RESTRICTION SYSTEM COMPONENT ",FALSE,FALSE,FALSE,0,0
"756","ndvA","ABC transporter ATP-binding protein","",2,12,0.991735537190083,"NDVA ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"757","pbp2a","penicillin-binding protein 2A","",2,12,0.991735537190083,"PBP2A PENICILLIN-BINDING PROTEIN 2A ",FALSE,FALSE,FALSE,0,0
"758","pcp-truncation_1","pyrrolidone carboxyl peptidase truncation","",2,12,0.991735537190083,"PCP-TRUNCATION_1 PYRROLIDONE CARBOXYL PEPTIDASE TRUNCATION ",FALSE,FALSE,FALSE,0,0
"759","rarA","chromosome segregation helicase ATPase AAA family","",2,12,0.991735537190083,"RARA CHROMOSOME SEGREGATION HELICASE ATPASE AAA FAMILY ",FALSE,FALSE,FALSE,0,0
"760","yidA_2","Cof family protein","",2,12,0.991735537190083,"YIDA_2 COF FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"761","ftsH_2","competence-specific global transcription modulator","",8,47,0.971074380165289,"FTSH_2 COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR ",FALSE,FALSE,FALSE,0,0
"762","group_6411","30S ribosomal protein S4","rpsD",8,47,0.971074380165289,"GROUP_6411 30S RIBOSOMAL PROTEIN S4 RPSD",FALSE,FALSE,FALSE,0,0
"763","group_8241","glycosyltransferase involved in cell wall biogenesis","",6,35,0.964187327823691,"GROUP_8241 GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS ",FALSE,FALSE,FALSE,0,0
"764","group_6620","DNA modification methyltransferase M.XbaI","yhdJ",5,29,0.958677685950413,"GROUP_6620 DNA MODIFICATION METHYLTRANSFERASE M.XBAI YHDJ",FALSE,FALSE,FALSE,0,0
"765","group_8363","methyltransferase","",5,29,0.958677685950413,"GROUP_8363 METHYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"766","hin","site-specific recombinase/resolvase","",5,29,0.958677685950413,"HIN SITE-SPECIFIC RECOMBINASE/RESOLVASE ",FALSE,FALSE,FALSE,0,0
"767","speA","ornithine decarboxylase family protein","",9,52,0.955004591368228,"SPEA ORNITHINE DECARBOXYLASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"768","comFA","helicase ComFA","",4,23,0.950413223140496,"COMFA HELICASE COMFA ",FALSE,FALSE,FALSE,0,0
"769","group_10788","single-strand binding protein family","ssb",4,23,0.950413223140496,"GROUP_10788 SINGLE-STRAND BINDING PROTEIN FAMILY SSB",FALSE,FALSE,FALSE,0,0
"770","group_5323","transporter major facilitator family protein","",4,23,0.950413223140496,"GROUP_5323 TRANSPORTER MAJOR FACILITATOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"771","group_9233","Cof family protein","yidA_3",4,23,0.950413223140496,"GROUP_9233 COF FAMILY PROTEIN YIDA_3",FALSE,FALSE,FALSE,0,0
"772","iga_1","surface protein (fragment)","",4,23,0.950413223140496,"IGA_1 SURFACE PROTEIN (FRAGMENT) ",FALSE,FALSE,FALSE,0,0
"773","phtE","pneumococcal histidine triad protein E","",4,23,0.950413223140496,"PHTE PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E ",FALSE,FALSE,FALSE,0,0
"774","yidA_3","Cof family protein","",4,23,0.950413223140496,"YIDA_3 COF FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"775","group_14296","X-Pro dipeptidase","pepQ",6,34,0.9366391184573,"GROUP_14296 X-PRO DIPEPTIDASE PEPQ",FALSE,FALSE,FALSE,0,0
"776","pepQ","X-Pro dipeptidase","",6,34,0.9366391184573,"PEPQ X-PRO DIPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"777","group_199","choline binding protein A","cbpA",3,17,0.9366391184573,"GROUP_199 CHOLINE BINDING PROTEIN A CBPA",FALSE,FALSE,FALSE,0,0
"778","group_3634","PEP-utilizing enzyme family protein","ppsA",3,17,0.9366391184573,"GROUP_3634 PEP-UTILIZING ENZYME FAMILY PROTEIN PPSA",FALSE,FALSE,FALSE,0,0
"779","group_6898","membrane protein","",3,17,0.9366391184573,"GROUP_6898 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"780","tcyA","ABC transporter substrate-binding lipoprotein","",3,17,0.9366391184573,"TCYA ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN ",FALSE,FALSE,FALSE,0,0
"781","group_8719","serine/threonine protein phosphatase","pphA",8,45,0.929752066115702,"GROUP_8719 SERINE/THREONINE PROTEIN PHOSPHATASE PPHA",FALSE,FALSE,FALSE,0,0
"782","group_1490","putative antireceptor","",5,28,0.925619834710744,"GROUP_1490 PUTATIVE ANTIRECEPTOR ",FALSE,FALSE,FALSE,0,0
"783","group_16302","phenylalanyl-tRNA synthetase alpha chain","pheS",5,28,0.925619834710744,"GROUP_16302 PHENYLALANYL-TRNA SYNTHETASE ALPHA CHAIN PHES",FALSE,FALSE,FALSE,0,0
"784","group_2027","protein LacX plasmid","nanA_2",5,28,0.925619834710744,"GROUP_2027 PROTEIN LACX PLASMID NANA_2",FALSE,FALSE,FALSE,0,0
"785","pheS","phenylalanyl-tRNA synthetase alpha chain","",5,28,0.925619834710744,"PHES PHENYLALANYL-TRNA SYNTHETASE ALPHA CHAIN ",FALSE,FALSE,FALSE,0,0
"786","group_9246","glycerophosphoryl diester phosphodiesterase","glpQ2",6,33,0.909090909090909,"GROUP_9246 GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2",FALSE,FALSE,FALSE,0,0
"787","group_2610","beta-galactosidase","lacZ",4,22,0.909090909090909,"GROUP_2610 BETA-GALACTOSIDASE LACZ",FALSE,FALSE,FALSE,0,0
"788","group_4062","competence factor transporting ATP-binding protein/permease ComA","comA",4,22,0.909090909090909,"GROUP_4062 COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA COMA",FALSE,FALSE,FALSE,0,0
"789","group_4735","glyoxalase","",4,22,0.909090909090909,"GROUP_4735 GLYOXALASE ",FALSE,FALSE,FALSE,0,0
