"","coef","Gene","Annotation","Non.unique.Gene.name"
"581",0.0273183978146172,"DCUS","SENSOR HISTIDINE KINASE",""
"582",0.0270598653493847,"GROUP_12362","PHAGE TERMINASE SMALL SUBUNIT",""
"583",0.0270458124337705,"GROUP_8862","DNA MISMATCH REPAIR PROTEIN MUTS","HEXA"
"584",0.0270135336388021,"GROUP_12592","LACTOSE-SPECIFIC PHOSPHOTRANSFERASE EIIA","LACF_2"
"585",0.0269106123494119,"GROUP_13486","CYTOPLASMIC MEMBRANE PROTEIN LEMA","LEMA"
"586",0.0265466556005727,"RLMN","RIBOSOMAL RNA LARGE SUBUNIT METHYLTRANSFERASE N",""
"587",0.0264700447019628,"GROUP_2562","CHOLINE BINDING PROTEIN E CBPE","LYTB_3"
"588",0.0263952688240038,"BLPN","BLPN PROTEIN",""
"589",0.0263163357254211,"GROUP_6972","BACTERIOCIN BLPO","BLPO_1"
"590",0.0262523697155173,"LAGD_1","BACTERIOCIN ABC TRANSOPORTER",""
"591",0.0260607330047438,"GROUP_11485","ALPHA-L-FUCOSIDASE",""
"592",0.0260518691607757,"GROUP_6901","MEMBRANE PROTEIN",""
"593",0.0258982216415033,"DNAD_2","GP19",""
"594",0.0257729200144231,"GROUP_10852","GP37",""
"595",0.0252137435526172,"GROUP_3173","BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN",""
"596",0.0250938497719501,"MALG","MALTODEXTRIN ABC TRANSPORTER PERMEASE",""
"597",0.0250632167416712,"GROUP_13496","TAGATOSE-6-PHOSPHATE KETOSE/ALDOSE ISOMERASE","AGAS"
"598",0.0249512874558736,"GROUP_4772","ESTERASE",""
"599",0.0248328070985653,"GLPE","RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN",""
"600",0.0247945380181882,"GRAR","DNA-BINDING RESPONSE REGULATOR",""
"601",0.0247940321202281,"GROUP_6162","METHIONYL-TRNA SYNTHETASE","TNPR"
"602",0.0247742465683725,"LMB","ADHESION LIPOPROTEIN",""
"603",0.0247414497099528,"GROUP_969","CHLOROHYDROLASE","MTAD"
"604",0.0247093513782853,"GROUP_5320","TRANSPORTER MAJOR FACILITATOR FAMILY PROTEIN",""
"605",0.0246475505060608,"GROUP_15241","L-FUCULOSE PHOSPHATE ALDOLASE","FUCA"
"606",0.0246265157744048,"GROUP_1285","TMP REPEAT FAMILY","YQBO"
"607",0.0245428618278131,"GROUP_3223","CHOLINE BINDING PROTEIN G","CBPG"
"608",0.0245142464805702,"GROUP_8099","LICHENAN-SPECIFIC PHOSPHOTRANSFERASE ENZYME IIA COMPONENT (PTS SYSTEM LICHENAN-SPECIFIC EIIA COMPONENT) (EIIA-LIC) (EIII-LIC)","LACF_1"
"609",0.0244106276972945,"MTAD","CHLOROHYDROLASE",""
"610",0.0243895773676028,"GROUP_8170","RELAXASE",""
"611",0.0243853003019609,"GROUP_4177","COMPETENCE FACTOR TRANSPORT PROTEIN COMB","COMB"
"612",0.0243848896053219,"GROUP_5552","ACETYLTRANSFERASE","YDAF_4"
"613",0.0242263632712813,"GROUP_9508","SPHINGOSINE KINASE",""
"614",0.0242088977715861,"GROUP_10740","ANTHRANILATE SYNTHASE COMPONENT I","TRPE"
"615",0.0241395866729326,"GROUP_9997","OMPA DOMAIN-CONTAINING PROTEIN",""
"616",0.024090654653402,"HEML2","GLUTAMATE-1-SEMIALDEHYDE 21-AMINOMUTASE",""
"617",0.0240620355908789,"GROUP_12451","TRANSCRIPTIONAL REGULATOR","YUTD"
"618",0.0240412664501416,"MALF","MALTODEXTRIN ABC TRANSPORTER PERMEASE",""
"619",0.0240394489059766,"GROUP_11373","PHOSPHATASE","GPH"
"620",0.0240335085505404,"HYSA_1","HYALURONATE LYASE",""
"621",0.0240334533497453,"GROUP_11689","PARVULIN-LIKE PEPTIDYL-PROLYL ISOMERASE",""
"622",0.0240276402200249,"GROUP_11455","PHOSPHOPENTOMUTASE","DEOB"
"623",0.0240249881508652,"GROUP_11706","PHAGE STRUCTURAL PROTEIN",""
"624",0.0240110387213,"GROUP_12661","ENDONUCLEASE/EXONUCLEASE/PHOSPHATASE FAMILY",""
"625",0.0240009455471932,"GROUP_13318","TYPE I RESTRICTION ENZYME RELATED PROTEIN",""
"626",0.0239719857769092,"GROUP_3947","ALANINE DEHYDROGENASE","ALD_1"
"627",0.0239276617918204,"GROUP_12880","PHAGE PROTEIN",""
"628",0.0239158737416057,"GROUP_3941","ALANINE DEHYDROGENASE","ALD_1"
"629",0.0239064594103266,"AGAS","TAGATOSE-6-PHOSPHATE KETOSE/ALDOSE ISOMERASE",""
"630",0.0239056544599857,"GROUP_10625","TYPE IV SECRETION SYSTEM PROTEIN",""
"631",0.0238758598765886,"GROUP_10533","TN5252 ORF 9 PROTEIN",""
"632",0.0238754071061876,"GROUP_1072","AUTOLYSIN","LYTA_5"
"633",0.0238354502472233,"GPH","PHOSPHATASE",""
"634",0.023823538689471,"GROUP_4553","INTEGRAL MEMBRANE PROTEIN",""
"635",0.0238209448338351,"GROUP_10000","ATPASES WITH CHAPERONE ACTIVITY ATP-BINDING SUBUNIT",""
"636",0.0237553498457416,"GROUP_4413","DNA PRIMASE",""
"637",0.0237444800014004,"ILVA","THREONINE DEHYDRATASE",""
"638",0.0237112775036974,"ESTA","ESTERASE",""
"639",0.0236851780711341,"GROUP_4318","CHAP DOMAIN CONTAINING PROTEIN",""
"640",0.0236780888981618,"DME","NAD-DEPENDENT MALIC ENZYME",""
"641",0.0236714873239396,"DING","ATP-DEPENDENT HELICASE DING",""
"642",0.0236666223926312,"DCUR","RESPONSE REGULATOR",""
"643",0.0235682274358557,"CIMH","MALATE NA(+) SYMPORTER",""
"644",0.023553403774296,"GROUP_10466","GLUTAMINE AMIDOTRANSFERASE CLASS I",""
"645",0.0235020231980891,"BTRR","PUTATIVE AMINOTRANSFERASE",""
"646",0.023501974111784,"GROUP_14033","BIFUNCTIONAL METHIONINE SULFOXIDE REDUCTASE","MSRA"
"647",0.0234988446666416,"BBMA","NEOPULLULANASE",""
"648",0.02346355992196,"GROUP_9623","MEMBRANE PROTEIN",""
"649",0.0234564598115067,"GROUP_17366","THREONINE DEHYDRATASE","ILVA"
"650",0.0234319736354184,"AROB_1","3-DEHYDROQUINATE SYNTHASE",""
"651",0.023430324775665,"ARTM_6","MEMBRANE PROTEIN",""
"652",0.0234298048528531,"MSHA","GLYCOSYLTRANSFERASE INVOLVED EXOPOLYSACCHARIDE (EPS) SYNTHESIS",""
"653",0.0234235124594406,"MSHA_1","GLYCOSYL TRANSFERASE FAMILY PROTEIN",""
"654",0.0233523797641955,"GROUP_16195","DOUBLE GLYCINE CLEAVAGE SITE BACTERIOLYSIN SUPERFAMILY",""
"655",0.0233100094846842,"GROUP_14431","METHYL TRANSFERASE","HHAIM"
"656",0.0233034411778585,"GROUP_3348","MEMBRANE PROTEIN",""
"657",0.0232090631623501,"YUSV","FERRIC ENTEROBACTIN TRANSPORT ATP-BINDING PROTEIN FEPC",""
"658",0.0232060188952989,"YUTD","TRANSCRIPTIONAL REGULATOR",""
"659",0.0231555397816727,"YFHA","IRON ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE",""
"660",0.0231402750162734,"GROUP_3079","PUTATIVE HOLIN 1",""
"661",0.0231054912774134,"GROUP_3018","SNF2 FAMILY PROTEIN",""
"662",0.0230794914223912,"RLMN_1","RADICAL SAM ENZYME CFR FAMILY",""
"663",0.0230693793015166,"TNP","TN5252 ORF 10 PROTEIN",""
"664",0.0230653476426014,"TNP_2","TN5252 ORF 10 PROTEIN",""
"665",0.023051310810075,"TRAG","TRAG/TRAD FAMILY PROTEIN",""
"666",0.023026811749945,"GROUP_14936","LIPASE","LIP2"
"667",0.0229446427185281,"GROUP_15069","METHIONYL-TRNA SYNTHETASE",""
"668",0.0228995120251632,"GROUP_1528","TN5253 BACTERIOCINE PUTATIVE",""
"669",0.0228934457315183,"GROUP_22621","FILAMENTATION INDUCED BY CAMP PROTEIN FIC",""
"670",0.0228907871466203,"GROUP_6088","TRANSLATION FACTOR",""
"671",0.0228808555252858,"GROUP_22620","CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR",""
"672",0.0228670185759419,"GROUP_22617","PLASMID RECOMBINATION ENZYME",""
"673",0.0228552864940207,"GROUP_22615","HELIX-TURN-HELIX PROTEIN",""
"674",0.022844496907914,"GROUP_13996","CATABOLITE CONTROL PROTEIN","CCPA_2"
"675",0.0228072242142351,"GROUP_13990","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"676",0.0228013233416912,"GROUP_20667","SERINE/THREONINE PROTEIN KINASE",""
"677",0.0227917730367467,"GROUP_20663","CAAX AMINO TERMINAL PROTEASE SELF- IMMUNITY",""
"678",0.0227827016681254,"GROUP_20662","PUTATIVE ABC-TYPE MULTIDRUG TRANSPORT SYSTEM ATPASE COMPONENT",""
"679",0.0227741193410918,"GROUP_20661","ABC-TYPE UNCHARACTERIZED TRANSPORT SYSTEM PERMEASE COMPONENT",""
"680",0.0227686622828663,"GROUP_16208","HYALURONIDASE",""
"681",0.02276603604559,"GROUP_20660","ABC-TYPE UNCHARACTERIZED TRANSPORT SYSTEM PERMEASE COMPONENT",""
"682",0.0227508901381574,"GROUP_16281","MOBILISATION PROTEIN",""
"683",0.0227421867972516,"SMC","CHROMOSOME CONDENSATION AND SEGREGATION SMC PROTEIN",""
"684",0.0227145629955931,"GROUP_16804","PUTATIVE ICE PROTEIN",""
"685",0.0227144277838298,"GROUP_18781","N-ACETYLGLUCOSAMINYLPHOSPHATIDYLINOSITOL DEACETYLASE SUPERFAMILY",""
"686",0.0227104820085014,"GROUP_16876","PUTATIVE TRANSCRIPTIONAL REGULATOR",""
"687",0.0227094771618462,"GROUP_12749","DNA-BINDING RESPONSE REGULATOR","GRAR"
"688",0.022709461925771,"GROUP_18779","GLUCONATE 2-DEHYDROGENASE FLAVOPROTEIN PRECURSOR",""
"689",0.022704992310989,"GROUP_18776","MTH538 TIR-LIKE DOMAIN (DUF1863)",""
"690",0.0226991907854162,"GROUP_1865","SIGNAL RECOGNITION PARTICLE GTPASE","PEZT_1"
"691",0.0226963221271939,"GROUP_17186","NEUTRAL/ALKALINE NON-LYSOSOMAL CERAMIDASE",""
"692",0.0226806108838441,"GROUP_18314","ESTERASE",""
"693",0.0226737679865606,"GROUP_17428","TETR/ACRR FAMILY TRANSCRIPTIONAL REGULATOR",""
"694",0.0226728051130838,"GROUP_17430","ACETYL ESTERASE","AES"
"695",0.0224427705536757,"GROUP_7227","PHAGE PROTEIN",""
"696",0.022407196908732,"GROUP_4042","ABC TRANSPORTER ATPASE",""
"697",0.0223319422106229,"GROUP_9923","ACETYLTRANSFERASE",""
"698",0.0222666369721244,"GROUP_12067","ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT","CLPC_2"
"699",0.0219992998848465,"GROUP_4062","COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA","COMA"
"700",0.0219179937864845,"RAFA","ALPHA-GALACTOSIDASE AGAN",""
"701",0.0217252960587275,"GROUP_14960","PHAGE PROTEIN",""
"702",0.0213927346570532,"GROUP_9021","DUF1706 DOMAIN-CONTAINING PROTEIN",""
"703",0.0213900907566275,"HIN","SITE-SPECIFIC RECOMBINASE/RESOLVASE",""
"704",0.0212894937903005,"GROUP_10468","GLUTAMINE AMIDOTRANSFERASE CLASS I",""
"705",0.0209223569634342,"GROUP_13388","SERINE/THREONINE PROTEIN PHOSPHATASE",""
"706",0.0209199431540154,"GROUP_4368","GLYCERATE KINASE","GLXK"
"707",0.0207995211495695,"GROUP_12864","PHAGE TAIL PROTEIN",""
"708",0.0205546662901446,"YDHF","ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE",""
"709",0.0205460535004439,"GROUP_985","CHLOROHYDROLASE",""
"710",0.0205377293235845,"METN","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"711",0.0203973306774993,"GROUP_14698","METHIONYL AMINOPEPTIDASE","MAP"
"712",0.0202496506856579,"GROUP_4554","INTEGRAL MEMBRANE PROTEIN",""
"713",0.0202362174787349,"GROUP_9439","TRK TRANSPORTER MEMBRANE-SPANNING PROTEIN - K+ TRANSPORT","KTRB"
"714",0.0201944151856297,"GROUP_10412","OLIGOPEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN AMIF","AMIF"
"715",0.0200605962832944,"GROUP_7390","MALTODEXTRIN ABC TRANSPORTER PERMEASE","MALF"
"716",0.0199353868686535,"GROUP_10158","BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT","POTH"
"717",0.0199266406454607,"GROUP_14815","CHLOROHYDROLASE",""
"718",0.0198275430543931,"YDAF_4","ACETYLTRANSFERASE",""
"719",0.0197923059132874,"GROUP_8294","6-PHOSPHO-BETA-GALACTOSIDASE","LACG_2"
"720",0.0194536203665937,"PPSA","PEP-UTILIZING ENZYME FAMILY PROTEIN",""
"721",0.0194471584178881,"GROUP_14863","ROK FAMILY PROTEIN","MLC"
"722",0.0193811845641128,"GROUP_8354","METHYLTRANSFERASE",""
"723",0.0193473265311241,"CYSK","CYSTEINE SYNTHASE",""
"724",0.0192823677472786,"FLIY","ABC TRANSPORTER SUBSTRATE BINDING LIPOPROTEIN-AMINO ACID TRANSPORT",""
"725",0.0189328355824389,"GROUP_3410","L-LACTATE OXIDASE","LCTO"
"726",0.0186588390845231,"MAP","METHIONYL AMINOPEPTIDASE",""
"727",0.018441488767818,"HOLB","DNA POLYMERASE III DELTA' SUBUNIT",""
"728",0.0183615613981778,"GROUP_4505","AMINO ACID ABC TRANSPORTER PERMEASE","TCYB"
"729",0.0183369528961742,"GROUP_10849","GP37",""
"730",0.0179857603762521,"GROUP_5138","N-ACETYLMANNOSAMINE-6-PHOSPHATE 2-EPIMERASE 2 (MANNAC-6-P EPIMERASE 2)","NANE2"
"731",0.0179615597889143,"GROUP_420","UNCHARACTERIZED CONSERVED PROTEIN","IS1381-TRUNCATION"
"732",0.0174858020550392,"TRPE","ANTHRANILATE SYNTHASE COMPONENT I",""
"733",0.0172552789198627,"GROUP_15969","BIOTIN CARBOXYLASE",""
"734",0.0172028260861382,"GROUP_2665","MCRBC 5-METHYLCYTOSINE RESTRICTION SYSTEM COMPONENT","LEUA"
"735",0.0171227563914022,"GROUP_20696","DUF218 DOMAIN",""
"736",0.0170811962196507,"GROUP_2284","PTS SYSTEM TRANSPORTER SUBUNIT IIA",""
"737",0.0170589627229537,"YIDA_2","COF FAMILY PROTEIN",""
"738",0.017053527246375,"ILVC","KETOL-ACID REDUCTOISOMERASE",""
"739",0.0170148635880655,"GROUP_17099","CHROMOSOME SEGREGATION ATPASE",""
"740",0.0170019381415314,"GROUP_4615","MEMBRANE PROTEIN",""
"741",0.0169700634339301,"GROUP_17942","GLYCOSYL TRANSFERASE","WEFM"
"742",0.016828414235507,"GROUP_10318","PUTATIVE INTEGRAL MEMBRANE PROTEIN",""
"743",0.0168141361276464,"MCRB","MCRBC 5-METHYLCYTOSINE RESTRICTION SYSTEM COMPONENT",""
"744",0.0167974789016441,"GROUP_8123","ACYL CARRIER PROTEIN","ACPP_2"
"745",0.0166932106543181,"GROUP_14341","ABC TRANSPORTER ATP-BINDING PROTEIN","SALX"
"746",0.0164765475710273,"GROUP_8267","MAJOR FACILITATOR SUPERFAMILY PERMEASE",""
"747",0.0163067470324094,"GROUP_14067","KETOL-ACID REDUCTOISOMERASE","ILVC"
"748",0.0162604791273356,"GROUP_14705","ABC TRANSPORTER PERMEAE","MACB_4"
"749",0.0161160332786388,"GROUP_132","CHLOROHYDROLASE",""
"750",0.0159482063879558,"GROUP_11187","PHAGE PROTEIN",""
"751",0.0157916958667012,"GROUP_12231","DAUNORUBICIN RESISTANCE TRANSMEMBRANE PROTEIN",""
"752",0.0157266781895523,"GROUP_3169","BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN",""
"753",0.0156610430925731,"GROUP_14095","MOBILE ELEMENT PROTEIN",""
"754",0.0151001319405016,"GROUP_13642","ABC TRANSPORTER PERMEASE",""
"755",0.0146647573764272,"GROUP_3936","IRON ABC TRANSPORTER IRON-BINDING PROTEIN",""
"756",0.0143684916028344,"GROUP_14134","PUTATIVE ATP-DEPENDENTEND NUCLEASE OF THE OLD FAMILY",""
"757",0.014225537294687,"KPST","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"758",0.0142181338297509,"GROUP_10403","DRTGG DOMAIN/CBS DOMAIN-CONTAINING PROTEIN",""
"759",0.0141886231283597,"CATE","GLYOXALASE FAMILY PROTEIN",""
"760",0.0139606923611073,"HPDB","FORMATE ACETYLTRANSFERASE 3",""
"761",0.0138250885629631,"GROUP_17362","PROTON-TRANSLOCATING ATPASE F0 SECTOR SUBUNIT B","ATPF"
"762",0.0137910713238873,"GROUP_12836","FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC","POTA_2"
"763",0.0137341095474401,"SDRD","SURFACE PROTEIN (FRAGMENT)",""
"764",0.0136985905107036,"BACA","UNDECAPRENOL KINASE",""
"765",0.0132981094892733,"GROUP_11155","DNA REPAIR PROTEIN","RADA"
"766",0.013229812561163,"ATPF","PROTON-TRANSLOCATING ATPASE F0 SECTOR SUBUNIT B",""
"767",0.0131715200069451,"GROUP_11954","PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E (BVH-3)","PHTE"
"768",0.0131279575052785,"GROUP_10647","RESPONSE REGULATOR","VRAR_1"
"769",0.0130419809033652,"GLPK","GLYCEROL KINASE",""
"770",0.0128651672050849,"BLPO_2","BACTERIOCIN BLPO",""
"771",0.0125038345233075,"GROUP_3467","HELIX-TURN-HELIX DOMAIN PROTEIN",""
"772",0.0123765272813319,"GROUP_15626","ABC TRANSPORTER PERMEASE","UGPA_2"
"773",0.0122479454604934,"GROUP_2293","PTS SYSTEM TRANSPORTER SUBUNIT IIA",""
"774",0.012111271086819,"HEMK","PROTEIN-(GLUTAMINE-N5) METHYLTRANSFERASE RELEASE FACTOR-SPECIFIC",""
"775",0.0119157474764407,"GROUP_11332","FORMATE ACETYLTRANSFERASE 3","HPDB"
"776",0.0117455830303589,"GROUP_12169","TRANSCRIPTIONAL REGULATOR MARR FAMILY",""
"777",0.0117398186991744,"GROUP_12168","TRANSCRIPTIONAL REGULATOR MARR FAMILY",""
"778",0.0117328418350021,"GROUP_12163","ABC TRANSPORTER ATP-BINDING PROTEIN","PROV_1"
"779",0.0109131748987066,"GROUP_10953","MUTT/NUDIX FAMILY PROTEIN","MUTX_1"
"780",0.0108501231040629,"GROUP_7431","ABC TRANSPORTER ATP-BINDING PROTEIN","KPST"
"781",0.0108202196412923,"GROUP_4343","CAAX AMINO PROTEASE FAMILY PROTEIN",""
"782",0.0107335241660268,"GROUP_3634","PEP-UTILIZING ENZYME FAMILY PROTEIN","PPSA"
"783",0.0107256383863227,"GROUP_11818","TRANSPORTER MAJOR FACILITATOR FAMILY PROTEIN",""
"784",0.0106876642949197,"GROUP_14783","LJ965 PROPHAGE MAJOR TAIL PROTEIN",""
"785",0.0106858179024606,"GROUP_10954","MUTT/NUDIX FAMILY PROTEIN","MUTX_1"
"786",0.0106558918283893,"CELB_2","COMPETENCE PROTEIN CELB",""
"787",0.0105735434352528,"GROUP_7493","IRON-COMPOUND ABC TRANSPORTER PERMEASE","FEUB"
"788",0.0105127731768798,"GROUP_10862","ABC TRANSPORTER ATP-BINDING PROTEIN","YHES_3"
"789",0.0104686043279469,"GROUP_10859","ABC TRANSPORTER ATP-BINDING PROTEIN","YHES_2"
"790",0.0104637360001232,"GROUP_17343","PHAGE REPLICATION PROTEIN",""
"791",0.0104582945540847,"GROUP_5699","PHAGE PROTEIN",""
"792",0.0104568098608031,"COMFA","HELICASE COMFA",""
"793",0.0104216856836892,"GROUP_8841","PROPHAGE PROTEIN",""
"794",0.0103979333633566,"GROUP_15624","CARBAMATE KINASE","ARCC"
"795",0.0103826828387006,"GROUP_866","DOUBLE GLYCINE CLEAVAGE SITE BACTERIOLYSIN SUPERFAMILY",""
"796",0.010373177358754,"CELB","COMPETENCE PROTEIN CELB",""
"797",0.0103262323868558,"GROUP_13747","MAJOR FACILITATOR SUPERFAMILY PERMEASE",""
"798",0.0101936511830719,"GROUP_13748","MAJOR FACILITATOR SUPERFAMILY PERMEASE",""
"799",0.0101663073659258,"GROUP_3659","MAJOR FACILITATOR SUPERFAMILY PERMEASE",""
"800",0.00997477968447377,"GROUP_7815","EXTRACELLULAR SOLUTE-BINDING PROTEIN","YESO_1"
"801",0.00997290077676897,"MACB_2","ABC TRANSPORTER PERMEAE",""
"802",0.00995493502356715,"GROUP_10355","LACI FAMILY TRANSCRIPTIONAL REGULATOR","DEGA_2"
"803",0.00985285482771539,"GROUP_1897","PHAGE PUTATIVE HEAD MORPHOGENESIS PROTEIN SPP1 GP7 FAMILY",""
"804",0.00972483762764791,"GROUP_11620","ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN","TCYA_2"
"805",0.00968242715712117,"GROUP_8308","INTEGRASE","INT-TN_1"
"806",0.00964301947179798,"GROUP_15589","DIHYDROOROTATE DEHYDROGENASE 1A","PYRA"
"807",0.00962600186687984,"GROUP_19614","PTS SYSTEM GALACTITOL-SPECIFIC TRANSPORTER SUBUNIT IIC","GATC_1"
"808",0.00952909596437569,"GROUP_18317","PHOSPHOTRANSFERASE SYSTEM PROTEIN","GATB_1"
"809",0.0094120686957715,"GROUP_3535","PHAGE PROTEIN",""
"810",0.00940949234949413,"GLPR","REGULATORY PROTEIN",""
"811",0.0093826129802376,"MANY_2","PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IIC",""
"812",0.00930097559553636,"GROUP_3525","PHAGE PROTEIN",""
"813",0.00928139672421196,"GROUP_5639","PULLULANASE","PULA_1"
"814",0.00927315424309131,"GROUP_9491","LIPOPROTEIN",""
"815",0.00920423584430071,"GROUP_9493","LIPOPROTEIN",""
"816",0.00917341367032974,"LYTB_1","CHOLINE BINDING PROTEIN",""
"817",0.00906615069415703,"AMID","PEPTIDE ABC TRANSPORTER PERMEASE",""
"818",0.00902379271744914,"GATA_1","PHOSPHOENOLPYRUVATE-DEPENDENT SUGAR PHOSPHOTRANSFERASE SYSTEM",""
"819",0.00898327743796772,"GROUP_13537","ANTIRESTRICTION PROTEIN",""
"820",0.00881762819025098,"FEUB","IRON-COMPOUND ABC TRANSPORTER PERMEASE",""
"821",0.00880463754552352,"GROUP_5252","BACTERIOCIN PUTATIVE","XLYA"
"822",0.00862126220661104,"GROUP_7565","GNAT FAMILY ACETYLTRANSFERASE",""
"823",0.00850419646556777,"DEGA_2","LACI FAMILY TRANSCRIPTIONAL REGULATOR",""
"824",0.00845836182180696,"RESA","THIOREDOXIN",""
"825",0.00844201763938168,"LTRA_1","GROUP II INTRON MATURASE",""
"826",0.00843518159313204,"GROUP_14979","RESTRICTION ENZYME","SAU3AIR"
"827",0.00842059045404595,"BLPO_1","BACTERIOCIN BLPO",""
"828",0.00836698398908,"FUCU","FUCOSE OPERON FUCU PROTEIN",""
"829",0.00833482661704676,"CZCD","CATION EFFLUX SYSTEM PROTEIN",""
"830",0.00830676722804938,"GROUP_5459","ZINC-CONTAINING ALCOHOL DEHYDROGENASE","XYLB"
"831",0.00828315160554038,"ARCC","CARBAMATE KINASE",""
"832",0.00819761850008345,"QMCA","SPFH DOMAIN/BAND 7 FAMILY",""
"833",0.0081745311839313,"ALD_1","ALANINE DEHYDROGENASE",""
"834",0.00816183201605464,"GROUP_4023","AZLC FAMILY PROTEIN","YGAZ"
"835",0.00811782206405775,"GROUP_8454","LJ965 PROPHAGE PROTEIN",""
"836",0.00807948405670128,"GROUP_2498","SER/THR PROTEIN PHOSPHATASE FAMILY PROTEIN",""
"837",0.00806256774754135,"GROUP_5090","ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN","GLNH"
"838",0.00805607208277997,"GROUP_9922","ACETYLTRANSFERASE",""
"839",0.00798533782826826,"KSTR2","TETR FAMILY TRANSCRIPTIONAL REGULATOR",""
"840",0.00794236496377006,"YHFQ","IRON ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN",""
"841",0.00789189775769349,"GROUP_15665","F0F1 ATP SYNTHASE SUBUNIT C","ATPE"
"842",0.00788846252720559,"LACC","TAGATOSE 6-PHOSPHATE KINASE",""
"843",0.00785294899765791,"GROUP_14939","VIRAL (SUPERFAMILY 1) RNA HELICASE",""
"844",0.00777250194549707,"SALX","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"845",0.00752657779445689,"GROUP_4624","MEMBRANE PROTEIN",""
"846",0.0074889729801323,"GROUP_7598","PHAGE PROTEIN","YHDJ_2"
"847",0.00729314136521683,"DNAQ","DNA POLYMERASE III SUBUNIT EPSILON",""
"848",0.00720432150830249,"ATPE","F0F1 ATP SYNTHASE SUBUNIT C",""
"849",0.00714969281933263,"ADHR","MERR FAMILY TRANSCRIPTIONAL REGULATOR",""
"850",0.00713596184838243,"GROUP_15959","PUTATIVE SITE-SPECIFIC RECOMBINASE",""
"851",0.00691534450044978,"GROUP_5323","TRANSPORTER MAJOR FACILITATOR FAMILY PROTEIN",""
"852",0.00689065654730274,"GROUP_8048","SAP DOMAIN-CONTAINING PROTEIN",""
"853",0.00677485021585122,"GROUP_13455","CARDIOLIPIN SYNTHASE","CLS"
"854",0.00674208889622828,"GROUP_5896","PHAGE PROTEIN",""
"855",0.00664667354634162,"GROUP_3203","CHOLINE-BINDING PROTEIN F POINT MUTATION","TOXA"
"856",0.00664322521130701,"GROUP_8493","PEPTIDOGLYCAN N-ACETYLGLUCOSAMINE DEACETYLASE A","PGDA"
"857",0.00647422254770926,"MTNB","CLASS II ALDOLASE/ADDUCIN",""
"858",0.00622514140803994,"GROUP_15685","PHAGE PROTEIN",""
"859",0.00621585217165463,"GROUP_4199","THIOL-ACTIVATED CYTOLYSIN","FLAR"
"860",0.00619826661736496,"GROUP_16741","FIG086557: CONJUGATION RELATED PROTEIN",""
"861",0.00616789428843755,"QUEF","7-CYANO-7-DEAZAGUANINE REDUCTASE",""
"862",0.00610850087653251,"GLA","GLYCEROL FACILITATOR-AQUAPORIN",""
"863",0.00610168795292063,"GROUP_4645","AMINO ACID ABC TRANSPORTER PERMEASE","ARTQ_2"
"864",0.00609453922118141,"GROUP_10312","DEACYLASE","DAPE"
"865",0.00596496141445298,"CLS","CARDIOLIPIN SYNTHASE",""
"866",0.00591762351532127,"GROUP_6438","TN916 ORF15 SIGNAL PEPTIDE CONTAINING PROTEIN",""
"867",0.00589463208986262,"GROUP_5956","PUTATIVE BACTERIOCIN",""
"868",0.00583653546384972,"SPOT","METAL DEPENDENT PHOSPHOHYDROLASE HD REGION",""
"869",0.00577953465573094,"PNUC","TRANSPORTER",""
"870",0.00566973809453507,"PROV","ABC TRANSPORTER ATP-BINDING PROTEIN",""
"871",0.00562484996671463,"PYRA","DIHYDROOROTATE DEHYDROGENASE 1A",""
"872",0.00553352604408964,"GROUP_4704","MUTT/NUDIX FAMILY PROTEIN",""
"873",0.00545598460684395,"SFTA","FTSK/SPOIIIE PROTEIN",""
"874",0.00544714898549045,"GROUP_7848","LARGE SECRETED PROTEIN","MANZ_3"
"875",0.00513333846836654,"GROUP_7159","SENSOR HISTIDINE KINASE","YPDA"
"876",0.00502377480484151,"GROUP_13394","DNA POLYMERASE III SUBUNIT EPSILON","DNAQ"
"877",0.00485688130334916,"SSUB","MULTIDRUG ABC TRANSPORTER ATPASE",""
"878",0.0047778442308745,"GROUP_4352","BRP/BLH FAMILY BETA-CAROTENE 1515'-MONOOXYGENASE",""
