"","Gene","Annotation","Non.unique.Gene.name","ac_change_0","ac_change_1","ac_change_NA","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"706","group_6469","Leader peptidase","",22,12,6,0.717171717171717,"GROUP_6469 LEADER PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"707","ycjP_3","ABC transporter-sugar transport N-acetylneuraminate transport system permease","",22,12,NA,0.717171717171717,"YCJP_3 ABC TRANSPORTER-SUGAR TRANSPORT N-ACETYLNEURAMINATE TRANSPORT SYSTEM PERMEASE ",FALSE,FALSE,FALSE,0,0
"708","frmB","esterase","",11,6,NA,0.717171717171717,"FRMB ESTERASE ",FALSE,FALSE,FALSE,0,0
"709","group_108","chlorohydrolase","",11,6,1,0.717171717171717,"GROUP_108 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"710","group_11163","YitT family protein","",11,6,1,0.717171717171717,"GROUP_11163 YITT FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"711","group_12114","fructokinase","scrK",11,6,3,0.717171717171717,"GROUP_12114 FRUCTOKINASE SCRK",FALSE,FALSE,FALSE,0,0
"712","group_1804","bacteriocin transporter C39 protease domain BlpA2","blpA2",11,6,NA,0.717171717171717,"GROUP_1804 BACTERIOCIN TRANSPORTER C39 PROTEASE DOMAIN BLPA2 BLPA2",FALSE,FALSE,FALSE,0,0
"713","group_2500","Ser/Thr protein phosphatase family protein","",11,6,NA,0.717171717171717,"GROUP_2500 SER/THR PROTEIN PHOSPHATASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"714","group_2504","Ser/Thr protein phosphatase family protein","",11,6,NA,0.717171717171717,"GROUP_2504 SER/THR PROTEIN PHOSPHATASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"715","group_6817","arginine repressor","argR1",11,6,NA,0.717171717171717,"GROUP_6817 ARGININE REPRESSOR ARGR1",FALSE,FALSE,FALSE,0,0
"716","group_7196","esterase","frmB",11,6,NA,0.717171717171717,"GROUP_7196 ESTERASE FRMB",FALSE,FALSE,FALSE,0,0
"717","inlJ","putative sortase-sorted surface anchored protein (pseudogene)","",11,6,NA,0.717171717171717,"INLJ PUTATIVE SORTASE-SORTED SURFACE ANCHORED PROTEIN (PSEUDOGENE) ",FALSE,FALSE,FALSE,0,0
"718","phtE_1","pneumococcal histidine triad protein E","",11,6,1,0.717171717171717,"PHTE_1 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E ",FALSE,FALSE,FALSE,0,0
"719","scrK","fructokinase","",11,6,3,0.717171717171717,"SCRK FRUCTOKINASE ",FALSE,FALSE,FALSE,0,0
"720","spaP","cell wall surface anchor family protein","",11,6,NA,0.717171717171717,"SPAP CELL WALL SURFACE ANCHOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"721","group_11651","cytidine deaminase","cdd",26,14,2,0.707977207977208,"GROUP_11651 CYTIDINE DEAMINASE CDD",FALSE,FALSE,FALSE,0,0
"722","glyA","serine hydroxymethyltransferase","",13,7,1,0.707977207977208,"GLYA SERINE HYDROXYMETHYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"723","group_10251","ATP-dependent DNA helicase PcrA","pcrA",13,7,2,0.707977207977208,"GROUP_10251 ATP-DEPENDENT DNA HELICASE PCRA PCRA",FALSE,FALSE,FALSE,0,0
"724","group_10645","response regulator","vraR_1",13,7,2,0.707977207977208,"GROUP_10645 RESPONSE REGULATOR VRAR_1",FALSE,FALSE,FALSE,0,0
"725","group_11006","HAD superfamily hydrolase","yfnB",13,7,2,0.707977207977208,"GROUP_11006 HAD SUPERFAMILY HYDROLASE YFNB",FALSE,FALSE,FALSE,0,0
"726","group_11007","HAD superfamily hydrolase","yfnB",13,7,2,0.707977207977208,"GROUP_11007 HAD SUPERFAMILY HYDROLASE YFNB",FALSE,FALSE,FALSE,0,0
"727","group_13319","type I restriction enzyme related protein","",13,7,NA,0.707977207977208,"GROUP_13319 TYPE I RESTRICTION ENZYME RELATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"728","group_13364","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IID","manZ_3",13,7,1,0.707977207977208,"GROUP_13364 PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IID MANZ_3",FALSE,FALSE,FALSE,0,0
"729","group_14995","flavodoxin","",13,7,1,0.707977207977208,"GROUP_14995 FLAVODOXIN ",FALSE,FALSE,FALSE,0,0
"730","group_3208","choline binding protein F","toxA",13,7,5,0.707977207977208,"GROUP_3208 CHOLINE BINDING PROTEIN F TOXA",FALSE,FALSE,FALSE,0,0
"731","group_4762","protein-(glutamine-N5) methyltransferase release factor-specific","hemK",13,7,1,0.707977207977208,"GROUP_4762 PROTEIN-(GLUTAMINE-N5) METHYLTRANSFERASE RELEASE FACTOR-SPECIFIC HEMK",FALSE,FALSE,FALSE,0,0
"732","group_6350","glyoxalase family protein","catE",13,7,3,0.707977207977208,"GROUP_6350 GLYOXALASE FAMILY PROTEIN CATE",FALSE,FALSE,FALSE,0,0
"733","group_6898","membrane protein","",13,7,NA,0.707977207977208,"GROUP_6898 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"734","group_8045","SAP domain-containing protein","",13,7,1,0.707977207977208,"GROUP_8045 SAP DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"735","group_8123","acyl carrier protein","acpP_2",13,7,NA,0.707977207977208,"GROUP_8123 ACYL CARRIER PROTEIN ACPP_2",FALSE,FALSE,FALSE,0,0
"736","hlyB","multidrug resistance protein 1 (ATP-binding cassettesub-family B member 1) (P-glycoprotein 1)(antigen)","",13,7,1,0.707977207977208,"HLYB MULTIDRUG RESISTANCE PROTEIN 1 (ATP-BINDING CASSETTESUB-FAMILY B MEMBER 1) (P-GLYCOPROTEIN 1)(ANTIGEN) ",FALSE,FALSE,FALSE,0,0
"737","mtlD","mannitol-1-phosphate 5-dehydrogenase","",13,7,2,0.707977207977208,"MTLD MANNITOL-1-PHOSPHATE 5-DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"738","pcrA","ATP-dependent DNA helicase PcrA","",13,7,2,0.707977207977208,"PCRA ATP-DEPENDENT DNA HELICASE PCRA ",FALSE,FALSE,FALSE,0,0
"739","catE","glyoxalase family protein","",15,8,3,0.701234567901235,"CATE GLYOXALASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"740","cbiO_1","putative histone acetyltransferase","",15,8,NA,0.701234567901235,"CBIO_1 PUTATIVE HISTONE ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"741","group_13419","Gfo/Idh/MocA family oxidoreductase","mocA",15,8,6,0.701234567901235,"GROUP_13419 GFO/IDH/MOCA FAMILY OXIDOREDUCTASE MOCA",FALSE,FALSE,FALSE,0,0
"742","group_14815","chlorohydrolase","",15,8,1,0.701234567901235,"GROUP_14815 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"743","group_8013","phosphoglycerate mutase","gpmA_2",15,8,1,0.701234567901235,"GROUP_8013 PHOSPHOGLYCERATE MUTASE GPMA_2",FALSE,FALSE,FALSE,0,0
"744","group_9036","putative histone acetyltransferase","",15,8,NA,0.701234567901235,"GROUP_9036 PUTATIVE HISTONE ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"745","lmrA","ABC transporter ATP-binding protein","",15,8,2,0.701234567901235,"LMRA ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"746","mocA","Gfo/Idh/MocA family oxidoreductase","",15,8,6,0.701234567901235,"MOCA GFO/IDH/MOCA FAMILY OXIDOREDUCTASE ",FALSE,FALSE,FALSE,0,0
"747","group_1383","cell wall surface anchor family protein","",32,17,8,0.69849537037037,"GROUP_1383 CELL WALL SURFACE ANCHOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"748","blpO_1","bacteriocin BlpO","",17,9,5,0.696078431372549,"BLPO_1 BACTERIOCIN BLPO ",FALSE,FALSE,FALSE,0,0
"749","group_483","Uncharacterized conserved protein","",17,9,7,0.696078431372549,"GROUP_483 UNCHARACTERIZED CONSERVED PROTEIN ",FALSE,FALSE,FALSE,0,0
"750","group_8025","hemerythrin HHE cation binding domain subfamily","",17,9,NA,0.696078431372549,"GROUP_8025 HEMERYTHRIN HHE CATION BINDING DOMAIN SUBFAMILY ",FALSE,FALSE,FALSE,0,0
"751","ubiE_2","methyltransferase small domain superfamily","",17,9,7,0.696078431372549,"UBIE_2 METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY ",FALSE,FALSE,FALSE,0,0
"752","dinP","DNA polymerase IV","",19,10,3,0.692007797270955,"DINP DNA POLYMERASE IV ",FALSE,FALSE,FALSE,0,0
"753","group_10401","DRTGG domain/CBS domain-containing protein","",19,10,3,0.692007797270955,"GROUP_10401 DRTGG DOMAIN/CBS DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"754","group_3263","lantibiotic synthetase","irtB",19,10,NA,0.692007797270955,"GROUP_3263 LANTIBIOTIC SYNTHETASE IRTB",FALSE,FALSE,FALSE,0,0
"755","group_6413","30S ribosomal protein S4","rpsD",23,12,2,0.685990338164251,"GROUP_6413 30S RIBOSOMAL PROTEIN S4 RPSD",FALSE,FALSE,FALSE,0,0
"756","irtB","lantibiotic synthetase","",23,12,1,0.685990338164251,"IRTB LANTIBIOTIC SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"757","ltrA_1","group II intron maturase","",23,12,3,0.685990338164251,"LTRA_1 GROUP II INTRON MATURASE ",FALSE,FALSE,FALSE,0,0
"758","group_1984","peptidase U32 family","yhbU_1",27,14,2,0.681755829903978,"GROUP_1984 PEPTIDASE U32 FAMILY YHBU_1",FALSE,FALSE,FALSE,0,0
"759","group_1390","cell wall surface anchor family protein","",29,15,3,0.68007662835249,"GROUP_1390 CELL WALL SURFACE ANCHOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"760","group_17368","response regulator","saeR",34,17,8,0.657407407407407,"GROUP_17368 RESPONSE REGULATOR SAER",FALSE,FALSE,FALSE,0,0
"761","saeR","response regulator","",34,17,8,0.657407407407407,"SAER RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"762","group_4850","Esterase","",22,11,3,0.657407407407407,"GROUP_4850 ESTERASE ",FALSE,FALSE,FALSE,0,0
"763","acpP_2","acyl carrier protein","",14,7,NA,0.657407407407407,"ACPP_2 ACYL CARRIER PROTEIN ",FALSE,FALSE,FALSE,0,0
"764","arcC","carbamate kinase","",14,7,1,0.657407407407407,"ARCC CARBAMATE KINASE ",FALSE,FALSE,FALSE,0,0
"765","group_11138","phosphate ABC transporter ATP-binding protein","pstB3_1",14,7,2,0.657407407407407,"GROUP_11138 PHOSPHATE ABC TRANSPORTER ATP-BINDING PROTEIN PSTB3_1",FALSE,FALSE,FALSE,0,0
"766","group_15624","carbamate kinase","arcC",14,7,1,0.657407407407407,"GROUP_15624 CARBAMATE KINASE ARCC",FALSE,FALSE,FALSE,0,0
"767","group_3425","acetyltransferase gnat family","ydaF_5",14,7,1,0.657407407407407,"GROUP_3425 ACETYLTRANSFERASE GNAT FAMILY YDAF_5",FALSE,FALSE,FALSE,0,0
"768","group_7631","surface protein (fragment)","iga_1",14,7,1,0.657407407407407,"GROUP_7631 SURFACE PROTEIN (FRAGMENT) IGA_1",FALSE,FALSE,FALSE,0,0
"769","group_7717","NOL1/NOP2/sun family protein","rsmF",14,7,2,0.657407407407407,"GROUP_7717 NOL1/NOP2/SUN FAMILY PROTEIN RSMF",FALSE,FALSE,FALSE,0,0
"770","pstB3_1","phosphate ABC transporter ATP-binding protein","",14,7,2,0.657407407407407,"PSTB3_1 PHOSPHATE ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"771","rsmF","NOL1/NOP2/sun family protein","",14,7,2,0.657407407407407,"RSMF NOL1/NOP2/SUN FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"772","wefK","repeating unit O-acetyltransferase WefK","",14,7,1,0.657407407407407,"WEFK REPEATING UNIT O-ACETYLTRANSFERASE WEFK ",FALSE,FALSE,FALSE,0,0
"773","group_8719","serine/threonine protein phosphatase","pphA",32,16,5,0.657407407407407,"GROUP_8719 SERINE/THREONINE PROTEIN PHOSPHATASE PPHA",FALSE,FALSE,FALSE,0,0
"774","group_2289","PTS system transporter subunit IIA","",26,13,4,0.657407407407407,"GROUP_2289 PTS SYSTEM TRANSPORTER SUBUNIT IIA ",FALSE,FALSE,FALSE,0,0
"775","group_2426","Membrane protein","",26,13,4,0.657407407407407,"GROUP_2426 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"776","group_5211","methyltransferase small domain superfamily","ubiE",20,10,7,0.657407407407407,"GROUP_5211 METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY UBIE",FALSE,FALSE,FALSE,0,0
"777","group_7572","leucine-rich protein","lrp",20,10,NA,0.657407407407407,"GROUP_7572 LEUCINE-RICH PROTEIN LRP",FALSE,FALSE,FALSE,0,0
"778","group_8281","Secreted protein","",20,10,7,0.657407407407407,"GROUP_8281 SECRETED PROTEIN ",FALSE,FALSE,FALSE,0,0
"779","lrp","leucine-rich protein","",20,10,NA,0.657407407407407,"LRP LEUCINE-RICH PROTEIN ",FALSE,FALSE,FALSE,0,0
"780","ykoC","cobalt transport protein","",20,10,NA,0.657407407407407,"YKOC COBALT TRANSPORT PROTEIN ",FALSE,FALSE,FALSE,0,0
"781","group_11804","Lmo0466 protein","",18,9,NA,0.657407407407407,"GROUP_11804 LMO0466 PROTEIN ",FALSE,FALSE,FALSE,0,0
"782","group_14789","cystathionine gamma-synthase","metI",18,9,1,0.657407407407407,"GROUP_14789 CYSTATHIONINE GAMMA-SYNTHASE METI",FALSE,FALSE,FALSE,0,0
"783","group_1987","peptidase U32 family","yhbU_1",18,9,2,0.657407407407407,"GROUP_1987 PEPTIDASE U32 FAMILY YHBU_1",FALSE,FALSE,FALSE,0,0
"784","group_3375","ABC transporter ATP-binding protein/permease","irtA",18,9,2,0.657407407407407,"GROUP_3375 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE IRTA",FALSE,FALSE,FALSE,0,0
"785","group_7635","surface protein (fragment)","iga_1",18,9,3,0.657407407407407,"GROUP_7635 SURFACE PROTEIN (FRAGMENT) IGA_1",FALSE,FALSE,FALSE,0,0
"786","metI","cystathionine gamma-synthase","",18,9,1,0.657407407407407,"METI CYSTATHIONINE GAMMA-SYNTHASE ",FALSE,FALSE,FALSE,0,0
"787","group_12073","Fic protein family","",16,8,5,0.657407407407407,"GROUP_12073 FIC PROTEIN FAMILY ",FALSE,FALSE,FALSE,0,0
"788","group_16182","UPF0374 protein SSU05","",16,8,1,0.657407407407407,"GROUP_16182 UPF0374 PROTEIN SSU05 ",FALSE,FALSE,FALSE,0,0
"789","group_4615","Membrane protein","",16,8,NA,0.657407407407407,"GROUP_4615 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"790","group_9525","glutamate dehydrogenase","gdhA",16,8,1,0.657407407407407,"GROUP_9525 GLUTAMATE DEHYDROGENASE GDHA",FALSE,FALSE,FALSE,0,0
"791","group_9751","Gfo/Idh/MocA family oxidoreductase","afr",16,8,NA,0.657407407407407,"GROUP_9751 GFO/IDH/MOCA FAMILY OXIDOREDUCTASE AFR",FALSE,FALSE,FALSE,0,0
"792","cbpG","choline binding protein G","",12,6,1,0.657407407407407,"CBPG CHOLINE BINDING PROTEIN G ",FALSE,FALSE,FALSE,0,0
"793","comA","competence factor transporting ATP-binding protein/permease ComA","",12,6,NA,0.657407407407407,"COMA COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA ",FALSE,FALSE,FALSE,0,0
"794","comB","competence factor transport protein ComB","",12,6,NA,0.657407407407407,"COMB COMPETENCE FACTOR TRANSPORT PROTEIN COMB ",FALSE,FALSE,FALSE,0,0
"795","deoA","thymidine phosphorylase","",12,6,NA,0.657407407407407,"DEOA THYMIDINE PHOSPHORYLASE ",FALSE,FALSE,FALSE,0,0
"796","deoD_2","purine nucleoside phosphorylase","",12,6,NA,0.657407407407407,"DEOD_2 PURINE NUCLEOSIDE PHOSPHORYLASE ",FALSE,FALSE,FALSE,0,0
"797","group_10138","Zn-finger","",12,6,4,0.657407407407407,"GROUP_10138 ZN-FINGER ",FALSE,FALSE,FALSE,0,0
"798","group_11209","membrane protein","",12,6,NA,0.657407407407407,"GROUP_11209 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"799","group_11452","ribose-5-phosphate isomerase A","rpiA",12,6,NA,0.657407407407407,"GROUP_11452 RIBOSE-5-PHOSPHATE ISOMERASE A RPIA",FALSE,FALSE,FALSE,0,0
"800","group_11618","dihydroxy-acid dehydratase","ilvD",12,6,NA,0.657407407407407,"GROUP_11618 DIHYDROXY-ACID DEHYDRATASE ILVD",FALSE,FALSE,FALSE,0,0
"801","group_11640","pneumococcal vaccine antigen A","",12,6,1,0.657407407407407,"GROUP_11640 PNEUMOCOCCAL VACCINE ANTIGEN A ",FALSE,FALSE,FALSE,0,0
"802","group_11641","pneumococcal vaccine antigen A","",12,6,1,0.657407407407407,"GROUP_11641 PNEUMOCOCCAL VACCINE ANTIGEN A ",FALSE,FALSE,FALSE,0,0
"803","group_13209","adenylosuccinate synthetase","purA",12,6,7,0.657407407407407,"GROUP_13209 ADENYLOSUCCINATE SYNTHETASE PURA",FALSE,FALSE,FALSE,0,0
"804","group_13499","purine nucleoside phosphorylase","deoD_2",12,6,NA,0.657407407407407,"GROUP_13499 PURINE NUCLEOSIDE PHOSPHORYLASE DEOD_2",FALSE,FALSE,FALSE,0,0
"805","group_13537","Antirestriction protein","",12,6,NA,0.657407407407407,"GROUP_13537 ANTIRESTRICTION PROTEIN ",FALSE,FALSE,FALSE,0,0
"806","group_13618","acetyltransferase gnat family","ydaF_2",12,6,NA,0.657407407407407,"GROUP_13618 ACETYLTRANSFERASE GNAT FAMILY YDAF_2",FALSE,FALSE,FALSE,0,0
"807","group_13954","membrane protein","",12,6,NA,0.657407407407407,"GROUP_13954 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"808","group_14095","Mobile element protein","",12,6,1,0.657407407407407,"GROUP_14095 MOBILE ELEMENT PROTEIN ",FALSE,FALSE,FALSE,0,0
"809","group_14420","membrane associated protein","",12,6,NA,0.657407407407407,"GROUP_14420 MEMBRANE ASSOCIATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"810","group_14677","membrane associated protein","",12,6,NA,0.657407407407407,"GROUP_14677 MEMBRANE ASSOCIATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"811","group_14860","membrane protein","",12,6,NA,0.657407407407407,"GROUP_14860 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"812","group_15232","membrane protein","",12,6,NA,0.657407407407407,"GROUP_15232 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"813","group_15501","3-ketoacyl-ACP reductase","fabG2",12,6,NA,0.657407407407407,"GROUP_15501 3-KETOACYL-ACP REDUCTASE FABG2",FALSE,FALSE,FALSE,0,0
"814","group_16741","FIG086557: Conjugation related protein","",12,6,NA,0.657407407407407,"GROUP_16741 FIG086557: CONJUGATION RELATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"815","group_18233","Cro/CI family transcriptional regulator","",12,6,NA,0.657407407407407,"GROUP_18233 CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"816","group_18845","XRE family transcriptional regulator","",12,6,NA,0.657407407407407,"GROUP_18845 XRE FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"817","group_20829","repressor-related protein","",12,6,NA,0.657407407407407,"GROUP_20829 REPRESSOR-RELATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"818","group_3413","voltage-gated chloride channel family protein","clcA",12,6,NA,0.657407407407407,"GROUP_3413 VOLTAGE-GATED CHLORIDE CHANNEL FAMILY PROTEIN CLCA",FALSE,FALSE,FALSE,0,0
"819","group_3893","DNA-binding protein","Int-Tn_2",12,6,4,0.657407407407407,"GROUP_3893 DNA-BINDING PROTEIN INT-TN_2",FALSE,FALSE,FALSE,0,0
"820","group_4733","glyoxalase-like protein","",12,6,NA,0.657407407407407,"GROUP_4733 GLYOXALASE-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"821","group_5966","ABC transporter ATP-binding protein","msbA_1",12,6,NA,0.657407407407407,"GROUP_5966 ABC TRANSPORTER ATP-BINDING PROTEIN MSBA_1",FALSE,FALSE,FALSE,0,0
"822","group_6162","methionyl-tRNA synthetase","tnpR",12,6,NA,0.657407407407407,"GROUP_6162 METHIONYL-TRNA SYNTHETASE TNPR",FALSE,FALSE,FALSE,0,0
"823","group_6438","Tn916 ORF15 signal peptide containing protein","",12,6,NA,0.657407407407407,"GROUP_6438 TN916 ORF15 SIGNAL PEPTIDE CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"824","group_6701","sucrose-6-phosphate hydrolase","sacA",12,6,NA,0.657407407407407,"GROUP_6701 SUCROSE-6-PHOSPHATE HYDROLASE SACA",FALSE,FALSE,FALSE,0,0
"825","group_6866","thymidine phosphorylase","deoA",12,6,NA,0.657407407407407,"GROUP_6866 THYMIDINE PHOSPHORYLASE DEOA",FALSE,FALSE,FALSE,0,0
"826","group_7373","gamma-glutamylcysteine synthetase putative","",12,6,6,0.657407407407407,"GROUP_7373 GAMMA-GLUTAMYLCYSTEINE SYNTHETASE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"827","group_8021","hemerythrin HHE cation binding domain subfamily","",12,6,NA,0.657407407407407,"GROUP_8021 HEMERYTHRIN HHE CATION BINDING DOMAIN SUBFAMILY ",FALSE,FALSE,FALSE,0,0
"828","group_9351","integrase","xerD",12,6,NA,0.657407407407407,"GROUP_9351 INTEGRASE XERD",FALSE,FALSE,FALSE,0,0
"829","iap","lipoprotein NLP/P60 family","",12,6,NA,0.657407407407407,"IAP LIPOPROTEIN NLP/P60 FAMILY ",FALSE,FALSE,FALSE,0,0
"830","ilvD","dihydroxy-acid dehydratase","",12,6,NA,0.657407407407407,"ILVD DIHYDROXY-ACID DEHYDRATASE ",FALSE,FALSE,FALSE,0,0
"831","kpsT_1","ABC transporter ATP-binding protein","",12,6,NA,0.657407407407407,"KPST_1 ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"832","yheI_2","ABC transporter ATP-binding protein/permease","",12,6,3,0.657407407407407,"YHEI_2 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE ",FALSE,FALSE,FALSE,0,0
"833","agaN","alpha-galactosidase","",10,5,1,0.657407407407407,"AGAN ALPHA-GALACTOSIDASE ",FALSE,FALSE,FALSE,0,0
"834","group_10318","putative integral membrane protein","",10,5,4,0.657407407407407,"GROUP_10318 PUTATIVE INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"835","group_11332","formate acetyltransferase 3","hpdB",10,5,2,0.657407407407407,"GROUP_11332 FORMATE ACETYLTRANSFERASE 3 HPDB",FALSE,FALSE,FALSE,0,0
"836","group_11590","integral membrane protein","",10,5,NA,0.657407407407407,"GROUP_11590 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"837","group_12223","holliday junction resolvase","",10,5,NA,0.657407407407407,"GROUP_12223 HOLLIDAY JUNCTION RESOLVASE ",FALSE,FALSE,FALSE,0,0
"838","group_14134","putative ATP-dependentend nuclease of the OLD family","",10,5,NA,0.657407407407407,"GROUP_14134 PUTATIVE ATP-DEPENDENTEND NUCLEASE OF THE OLD FAMILY ",FALSE,FALSE,FALSE,0,0
"839","group_14730","Cro/CI family transcriptional regulator","",10,5,NA,0.657407407407407,"GROUP_14730 CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"840","group_15619","domain of unknown function protein","",10,5,NA,0.657407407407407,"GROUP_15619 DOMAIN OF UNKNOWN FUNCTION PROTEIN ",FALSE,FALSE,FALSE,0,0
"841","group_16195","double glycine cleavage site bacteriolysin superfamily","",10,5,1,0.657407407407407,"GROUP_16195 DOUBLE GLYCINE CLEAVAGE SITE BACTERIOLYSIN SUPERFAMILY ",FALSE,FALSE,FALSE,0,0
"842","group_169","chlorohydrolase","",10,5,4,0.657407407407407,"GROUP_169 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"843","group_17790","DNA translocase FtsK","ftsK_1",10,5,NA,0.657407407407407,"GROUP_17790 DNA TRANSLOCASE FTSK FTSK_1",FALSE,FALSE,FALSE,0,0
"844","group_19536","excisionase","",10,5,NA,0.657407407407407,"GROUP_19536 EXCISIONASE ",FALSE,FALSE,FALSE,0,0
"845","group_2332","integral membrane protein","",10,5,1,0.657407407407407,"GROUP_2332 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"846","group_3446","membrane protein","rr06-1",10,5,4,0.657407407407407,"GROUP_3446 MEMBRANE PROTEIN RR06-1",FALSE,FALSE,FALSE,0,0
"847","group_3659","major facilitator superfamily permease","",10,5,NA,0.657407407407407,"GROUP_3659 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"848","group_4590","Membrane protein","argG",10,5,NA,0.657407407407407,"GROUP_4590 MEMBRANE PROTEIN ARGG",FALSE,FALSE,FALSE,0,0
"849","group_4973","Plasmid pRiA4b ORF-3-like protein","",10,5,2,0.657407407407407,"GROUP_4973 PLASMID PRIA4B ORF-3-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"850","group_5664","Cof family protein","ybjI",10,5,1,0.657407407407407,"GROUP_5664 COF FAMILY PROTEIN YBJI",FALSE,FALSE,FALSE,0,0
"851","group_7815","extracellular solute-binding protein","yesO_1",10,5,NA,0.657407407407407,"GROUP_7815 EXTRACELLULAR SOLUTE-BINDING PROTEIN YESO_1",FALSE,FALSE,FALSE,0,0
"852","group_8231","regulatory protein single domain response regulator","spiR1",10,5,1,0.657407407407407,"GROUP_8231 REGULATORY PROTEIN SINGLE DOMAIN RESPONSE REGULATOR SPIR1",FALSE,FALSE,FALSE,0,0
"853","group_8308","Integrase","Int-Tn_1",10,5,NA,0.657407407407407,"GROUP_8308 INTEGRASE INT-TN_1",FALSE,FALSE,FALSE,0,0
"854","group_8545","recombination regulator RecX","",10,5,2,0.657407407407407,"GROUP_8545 RECOMBINATION REGULATOR RECX ",FALSE,FALSE,FALSE,0,0
"855","group_8681","uracil DNA glycosylase","",10,5,NA,0.657407407407407,"GROUP_8681 URACIL DNA GLYCOSYLASE ",FALSE,FALSE,FALSE,0,0
"856","hpdB","formate acetyltransferase 3","",10,5,2,0.657407407407407,"HPDB FORMATE ACETYLTRANSFERASE 3 ",FALSE,FALSE,FALSE,0,0
"857","lagD","competence factor transporting ATP-binding protein/permease ComA","",10,5,1,0.657407407407407,"LAGD COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA ",FALSE,FALSE,FALSE,0,0
"858","pspC","surface protein PspC","",10,5,NA,0.657407407407407,"PSPC SURFACE PROTEIN PSPC ",FALSE,FALSE,FALSE,0,0
"859","tktC","transketolase c-terminal section","",10,5,NA,0.657407407407407,"TKTC TRANSKETOLASE C-TERMINAL SECTION ",FALSE,FALSE,FALSE,0,0
